arm,confidence,defect_id,design,item_id,kind,material,packet,rater,repeat,set_id
M0,high,WH-07,stage_a,i-a941fe2654d1b940,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,KR-02,stage_a,i-a9d9c311ef12b664,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,KR-06,stage_a,i-aa26bb0d414cb929,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,WH-02,stage_a,i-aa6e53dac0aa3588,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,KR-02,stage_a,i-aabbc303202cd079,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,medium,RD-02,stage_a,i-aad137e404cffea8,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,medium,WH-06,stage_a,i-aad2bf64bc4d838f,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,WH-01,stage_a,i-aaf0844225b2288d,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,medium,WH-04,stage_a,i-abbd7859d5539412,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,KR-04,stage_a,i-acffcf39c45a8aa7,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
S2,high,WH-07,stage_a,i-ad34686bd6ca0200,final,True,03-webhook-redesign,llm:openai-codex/gpt-5.4-mini,0,s-7f09ac09c5f2d74d
M2,medium,WH-07,stage_a,i-ad89e0e92304ff10,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M2,high,WH-01,stage_a,i-adc82a2773c4f6fd,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,KR-02,stage_a,i-ae202647abc75999,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,medium,RD-08,stage_a,i-ae443bf79af2408d,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,medium,NONE,stage_a,i-ae48ffc2ea7d5ade,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M2,medium,KR-05,stage_a,i-aea38dc2583bc043,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,RD-06,stage_a,i-af3779e7466cd6b4,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,medium,NONE,stage_a,i-b05c5f0846365bf0,fused,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-4993a15e174cd196
M2,high,RD-06,stage_a,i-b08d3b2433cbf222,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M2,medium,KR-06,stage_a,i-b09856557789569b,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,WH-02,stage_a,i-b109331b1465323a,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
S2,high,KR-06,stage_a,i-b2574db084cc53df,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-12e0b033ff4f2e63
M1,medium,RD-02,stage_a,i-b39f9f41bfd61c9f,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
S1,high,RD-01,stage_a,i-b4b4e4bdd5b61a44,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-648846afe5069c31
M0,high,NONE,stage_a,i-b4c54cf23e1c9973,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,NONE,stage_a,i-b5b06d75181644d7,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M1,medium,NONE,stage_a,i-b61785fd3bc738ba,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
S2,high,KR-01,stage_a,i-b68509ca4f214650,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-12e0b033ff4f2e63
S1,high,RD-07,stage_a,i-b68f63dff6c0959e,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-648846afe5069c31
M1,medium,NONE,stage_a,i-b6f71b4b00f59ff8,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,KR-04,stage_a,i-b72ad6138a57ad60,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,NONE,stage_a,i-b73c6cbbac4a65e6,fused,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-2079af0b2551591a
M0,high,KR-05,stage_a,i-b7d5e41f9294f5af,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,RD-03,stage_a,i-b85b80b632089b33,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M2,high,NONE,stage_a,i-b8c475a7be5156e8,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,high,KR-06,stage_a,i-b910ae00d634aba1,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4934172b794d0601
M0,high,WH-07,stage_a,i-b930b39fba0ab652,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M2,high,WH-05,stage_a,i-b9507ce1438ab75d,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,RD-04,stage_a,i-b9e1f2de625205de,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
S1,high,RD-03,stage_a,i-ba06e6e91baf3d65,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-648846afe5069c31
S2,high,KR-06,stage_a,i-bad86c617f07ea68,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-12e0b033ff4f2e63
M2,high,WH-02,stage_a,i-baf141d33e712361,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-67b1067297e150e5
M2,medium,NONE,stage_a,i-bc01681eff512e38,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M1,medium,WH-08,stage_a,i-bd19610996a59101,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,RD-07,stage_a,i-bd7d7a7cb91ac089,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-73ef658e8d890307
M2,high,RD-05,stage_a,i-be698794c41c5f78,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
S2,high,WH-05,stage_a,i-be87d23557691f35,final,True,03-webhook-redesign,llm:openai-codex/gpt-5.4-mini,0,s-7f09ac09c5f2d74d
M1,high,KR-05,stage_a,i-bea2b48c69d7aed1,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,KR-04,stage_a,i-bf19308a85712b12,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,medium,NONE,stage_a,i-bfb9be305e70670a,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M0,medium,WH-08,stage_a,i-bfe4ff8548df45e2,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,WH-01,stage_a,i-c038ddbbb423adb1,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,WH-07,stage_a,i-c10cf899140f1d64,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,high,WH-01,stage_a,i-c1361136f33e7384,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
S1,high,RD-05,stage_a,i-c1bfd742357dd771,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-648846afe5069c31
M0,high,KR-06,stage_a,i-c1e57b8c3ea74c68,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M0,high,KR-04,stage_a,i-c2060bcfdea72eaa,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4934172b794d0601
M0,high,RD-01,stage_a,i-c21004afcee79cec,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,KR-01,stage_a,i-c3daba32ebf117f7,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,WH-06,stage_a,i-c409ccd42154f06e,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-67b1067297e150e5
M0,high,RD-03,stage_a,i-c441f2258a10439a,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,medium,WH-05,stage_a,i-c44380f9cfb750ae,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M2,medium,KR-06,stage_a,i-c46da3591875152b,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,WH-01,stage_a,i-c50ab7021dc23714,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,WH-07,stage_a,i-c54f1f48bbdc5e89,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,medium,NONE,stage_a,i-c551f4e640594398,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,medium,NONE,stage_a,i-c5665b1b15df3eae,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,RD-03,stage_a,i-c5cd94da01cf0c5c,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M1,high,KR-03,stage_a,i-c6d8b292040fc9f8,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M2,high,WH-02,stage_a,i-c74989a04cdc6871,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,medium,NONE,stage_a,i-c759e0b21d7dac94,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M2,medium,KR-06,stage_a,i-c783e5af7f97b57b,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,KR-02,stage_a,i-c868be1df2643e18,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,high,WH-07,stage_a,i-c8a66d4132e5dcb5,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M0,high,WH-07,stage_a,i-c98a3c9ae23905be,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,KR-02,stage_a,i-c99a8e42ed88cdf9,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,high,RD-05,stage_a,i-c9c0b61ced2cfa13,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,KR-02,stage_a,i-c9ffc8f98ccbc668,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4934172b794d0601
M1,high,WH-02,stage_a,i-ca37ad80490f199c,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,medium,RD-04,stage_a,i-ca53d808bd3497d3,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,high,KR-06,stage_a,i-ca59a8a8fec8eacd,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
S0,low,RD-02,stage_a,i-cabac55ad99b3038,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-967375e4a0254714
M0,medium,WH-07,stage_a,i-caeb43c3df9e43aa,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M2,high,KR-05,stage_a,i-cc1f7aed97826d04,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,medium,KR-06,stage_a,i-cc3aa06056b68642,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
S2,high,RD-03,stage_a,i-cdc2572fdbd0d638,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-5164bcc63d8047c1
M2,high,WH-03,stage_a,i-ce272b8a4a453a1d,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M2,high,KR-02,stage_a,i-ce909c94ae957975,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-2079af0b2551591a
M2,medium,KR-06,stage_a,i-cefec8c01ddc8d54,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,NONE,stage_a,i-d02a01f69850a7a9,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,high,RD-04,stage_a,i-d049b49b211ce001,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,high,WH-02,stage_a,i-d07ff5e42399bb3a,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M0,medium,WH-08,stage_a,i-d08147c7058b185d,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,RD-04,stage_a,i-d12aee4ef0d3dec4,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
S2,low,NONE,stage_a,i-d19ac5dad12c11a0,final,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-12e0b033ff4f2e63
M0,high,KR-06,stage_a,i-d218f7535c69259c,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
S1,high,WH-07,stage_a,i-d2c5c84e94bae6c8,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5970850e40daecb9
M0,medium,NONE,stage_a,i-d419830024665810,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M0,high,WH-03,stage_a,i-d6669ad8a98f3d35,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,KR-06,stage_a,i-d68a14179f787060,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
S2,high,KR-05,stage_a,i-d74cd8b799a80314,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-12e0b033ff4f2e63
M1,high,WH-03,stage_a,i-d820cb4b0687172b,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,RD-03,stage_a,i-d842b5e0cf67649a,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M2,medium,WH-08,stage_a,i-d9751e18902b4e16,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,medium,WH-05,stage_a,i-d97caa55802c5f88,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M0,high,RD-07,stage_a,i-d98d5bd13d710628,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,WH-07,stage_a,i-da5012aa6fa22c08,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-67b1067297e150e5
S0,high,WH-03,stage_a,i-da86239710df3bba,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-03f22d86370e646e
S2,high,WH-01,stage_a,i-dabf9fda2b931c91,final,True,03-webhook-redesign,llm:openai-codex/gpt-5.4-mini,0,s-7f09ac09c5f2d74d
M2,high,KR-05,stage_a,i-dba30fc5192a6f9c,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,WH-08,stage_a,i-dc16341b5c15991b,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-67b1067297e150e5
M1,high,KR-05,stage_a,i-ddd4f47b12110ae3,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,RD-02,stage_a,i-df13b1235758d049,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-de2f31d5b043ab4e
M1,high,NONE,stage_a,i-df1ea1c8adff289c,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
S1,high,WH-06,stage_a,i-df338f4e36197e61,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5970850e40daecb9
M1,medium,KR-06,stage_a,i-dfa42f1071ccce73,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,WH-06,stage_a,i-e06a1ba7936c731a,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,KR-05,stage_a,i-e184d6ba66224f3e,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M2,medium,KR-06,stage_a,i-e211277975df80d7,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,high,KR-06,stage_a,i-e228eeb4fb2fd03c,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,WH-08,stage_a,i-e30300ef6f020f3f,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
S0,medium,RD-02,stage_a,i-e3f3bcef8f988dd4,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-967375e4a0254714
M2,medium,NONE,stage_a,i-e529048bc427a280,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,high,WH-06,stage_a,i-e58466ccc29ea048,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M1,high,WH-06,stage_a,i-e5a31a4a1064d848,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,medium,RD-05,stage_a,i-e5d37e45a40eb760,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M2,high,WH-01,stage_a,i-e5e558b79e5a80d6,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
S2,medium,KR-06,stage_a,i-e662678199dc75c3,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-12e0b033ff4f2e63
M0,high,WH-01,stage_a,i-e688e5129386daee,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-ec2f900b6c1a4066
M0,high,KR-04,stage_a,i-e6a20f64489f0cc9,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M1,medium,WH-05,stage_a,i-e7010d4f7b8633dd,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M0,medium,KR-06,stage_a,i-e708f0537b0dc1bf,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M0,high,WH-07,stage_a,i-e7165b1ec72e8b6b,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
M2,high,RD-03,stage_a,i-e71661ddadcc6ab0,fused,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3a6e370c6bad0079
M0,high,KR-06,stage_a,i-ea8512097ed95a91,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,high,NONE,stage_a,i-ec40d67c5a1b4780,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M0,medium,WH-08,stage_a,i-ec4b1b719fea9e06,raw_union,False,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-1818ee541187a9fa
S1,high,WH-02,stage_a,i-ed820118afcbcacb,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5970850e40daecb9
M0,high,RD-08,stage_a,i-ee37b3c2ffe740cd,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,high,RD-01,stage_a,i-ee6c6adc1f7824dd,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M0,high,RD-04,stage_a,i-eea65f5e886b6a25,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
S1,high,WH-03,stage_a,i-ef3c632e15531f80,final,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5970850e40daecb9
M2,high,WH-02,stage_a,i-f00352b3977e972f,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-0b1e6281f5f0570f
M1,high,WH-01,stage_a,i-f07619fc0c8ea02e,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M0,medium,RD-05,stage_a,i-f0c1345563340b69,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,low,NONE,stage_a,i-f13c5acf8883bd05,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M0,high,RD-04,stage_a,i-f1f7590755ba4e72,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,high,KR-04,stage_a,i-f21a355616b01042,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,high,WH-02,stage_a,i-f25d203a30f92027,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
S2,high,WH-03,stage_a,i-f2b4dff31d6ce791,final,True,03-webhook-redesign,llm:openai-codex/gpt-5.4-mini,0,s-7f09ac09c5f2d74d
M1,medium,NONE,stage_a,i-f2b9507c0853f9ef,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,WH-01,stage_a,i-f35826ce7eafd687,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,high,RD-03,stage_a,i-f3f3c8df3c4a6c10,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
S2,high,RD-04,stage_a,i-f4484d40578f9882,final,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-5164bcc63d8047c1
S1,medium,KR-06,stage_a,i-f5390f3a207115b4,final,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-966afc2eb1136441
M1,high,WH-03,stage_a,i-f5a91e662654de0a,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-4993a15e174cd196
M2,low,NONE,stage_a,i-f6d8584420e0487c,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,high,KR-02,stage_a,i-f765fda5279bfd26,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,WH-01,stage_a,i-f79054b841ab6fda,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M2,high,RD-03,stage_a,i-f7cb9872a452b7af,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,high,KR-04,stage_a,i-f7cdf6dc08b4a709,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-4e65858cf06c6cc9
M2,medium,NONE,stage_a,i-f7d35ea3f1033f06,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M2,high,KR-02,stage_a,i-f7d92bb8e3132b6b,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M2,high,KR-06,stage_a,i-f86d1184c7070b99,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-2079af0b2551591a
M0,medium,NONE,stage_a,i-f87988ee57ffe366,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,high,KR-05,stage_a,i-f9178b96a6f2ffdc,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M0,high,RD-05,stage_a,i-f9403292819b796e,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M2,low,NONE,stage_a,i-f993885681e6af89,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-e7344701b871370d
M1,high,RD-08,stage_a,i-f9c714378564758c,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M2,high,NONE,stage_a,i-fb847a5598c5543f,raw_union,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-67c95b2fa828507a
M0,high,RD-08,stage_a,i-fbfbb650d1a229b2,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M0,high,RD-05,stage_a,i-fc0f569e841d1bab,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-a744b6122a4dffb8
M1,high,WH-03,stage_a,i-fcfe96800c97311e,raw_union,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-5cd85229b4a7d16f
M1,medium,KR-06,stage_a,i-fd5d8210b7ec1f9a,fused,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-38caa01ecaa31383
M2,high,NONE,stage_a,i-fd6a7f835011fc8d,fused,False,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3a6e370c6bad0079
M1,medium,NONE,stage_a,i-fec0db038847693e,raw_union,False,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,KR-01,stage_a,i-feef19fb5990ff27,raw_union,True,02-key-rotation,llm:claude-sonnet-4-6,0,s-3aaddbda5cda59c3
M1,high,RD-05,stage_a,i-ff1188326dcd1706,raw_union,True,01-revenue-dashboard,llm:claude-sonnet-4-6,0,s-3982004e060be2cf
M1,high,WH-05,stage_a,i-ff922d6fde9a5613,fused,True,03-webhook-redesign,llm:claude-sonnet-4-6,0,s-4993a15e174cd196
